#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
15_LNODE_1_length_37843_59,909297.G8CLD3_9CAUD,2.08E-58,194.0,"4QBP3@10239|Viruses,4QVAZ@35237|dsDNA viruses  no RNA stage,4QPEQ@28883|Caudovirales,4QM06@10699|Siphoviridae",10699|Siphoviridae,S,PDDEXK-like domain of unknown function (DUF3799),-,-,-,-,-,-,-,-,-,-,-,-,-
15_LNODE_1_length_37843_68,909297.G8CLD8_9CAUD,5.42E-33,120.0,"4QB0C@10239|Viruses,4QW7S@35237|dsDNA viruses  no RNA stage,4QPK3@28883|Caudovirales,4QKQC@10699|Siphoviridae",10699|Siphoviridae,S,magnesium ion binding,-,-,-,-,-,-,-,-,-,-,-,-,-
16_LNODE_1_length_35721_12,497964.CfE428DRAFT_2529,9.01E-16,78.2,"2DSBU@1|root,33FEQ@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16_LNODE_1_length_35721_22,869662.M4PY29_9CAUD,2.86E-21,91.3,"4QDU7@10239|Viruses,4QXZ8@35237|dsDNA viruses  no RNA stage,4QPYQ@28883|Caudovirales",28883|Caudovirales,S,Staphylococcal nuclease homologue,-,-,-,-,-,-,-,-,-,-,-,-,-
16_LNODE_1_length_35721_33,469381.Dpep_0394,2.26E-16,79.0,"COG0817@1|root,COG0817@2|Bacteria,3TCBE@508458|Synergistetes",508458|Synergistetes,L,Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group,-,-,-,-,-,-,-,-,-,-,-,-,-
16_LNODE_1_length_35721_36,1335760.ASTG01000033_gene19,2.66E-25,108.0,"COG4712@1|root,COG4712@2|Bacteria,1N9U1@1224|Proteobacteria,2UVCK@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Rad52/22 family double-strand break repair protein,-,-,-,-,-,-,-,-,-,-,-,-,Rad52_Rad22
16_LNODE_1_length_35721_41,1250232.JQNJ01000001_gene2906,1.2E-65,234.0,"COG5283@1|root,COG5283@2|Bacteria,4NIZH@976|Bacteroidetes",976|Bacteroidetes,D,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,PhageMin_Tail
16_LNODE_1_length_35721_53,1242864.D187_008762,1.95E-10,60.5,"2DMJ8@1|root,32RY9@2|Bacteria,1RD1Q@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Rho_N
16_LNODE_1_length_35721_54,1197951.I6S295_9CAUD,1.58E-27,102.0,"4QCEX@10239|Viruses,4QV7Q@35237|dsDNA viruses  no RNA stage,4QU8B@28883|Caudovirales",28883|Caudovirales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16_LNODE_1_length_35721_56,411464.DESPIG_01133,1.8E-17,83.6,"COG3926@1|root,COG3926@2|Bacteria,1MVXW@1224|Proteobacteria,42X4V@68525|delta/epsilon subdivisions,2WSN4@28221|Deltaproteobacteria,2MD5R@213115|Desulfovibrionales",28221|Deltaproteobacteria,S,Predicted Peptidoglycan domain,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_hydro_108,PG_binding_3"
16_LNODE_2_length_35229_12,497964.CfE428DRAFT_2529,9.01E-16,78.2,"2DSBU@1|root,33FEQ@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16_LNODE_2_length_35229_22,869662.M4PY29_9CAUD,2.86E-21,91.3,"4QDU7@10239|Viruses,4QXZ8@35237|dsDNA viruses  no RNA stage,4QPYQ@28883|Caudovirales",28883|Caudovirales,S,Staphylococcal nuclease homologue,-,-,-,-,-,-,-,-,-,-,-,-,-
16_LNODE_2_length_35229_33,469381.Dpep_0394,2.26E-16,79.0,"COG0817@1|root,COG0817@2|Bacteria,3TCBE@508458|Synergistetes",508458|Synergistetes,L,Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group,-,-,-,-,-,-,-,-,-,-,-,-,-
16_LNODE_2_length_35229_36,1335760.ASTG01000033_gene19,2.66E-25,108.0,"COG4712@1|root,COG4712@2|Bacteria,1N9U1@1224|Proteobacteria,2UVCK@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Rad52/22 family double-strand break repair protein,-,-,-,-,-,-,-,-,-,-,-,-,Rad52_Rad22
16_LNODE_2_length_35229_41,1250232.JQNJ01000001_gene2906,1.2E-65,234.0,"COG5283@1|root,COG5283@2|Bacteria,4NIZH@976|Bacteroidetes",976|Bacteroidetes,D,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,PhageMin_Tail
16_LNODE_2_length_35229_53,1242864.D187_008762,1.95E-10,60.5,"2DMJ8@1|root,32RY9@2|Bacteria,1RD1Q@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Rho_N
16_LNODE_2_length_35229_54,1197951.I6S295_9CAUD,1.58E-27,102.0,"4QCEX@10239|Viruses,4QV7Q@35237|dsDNA viruses  no RNA stage,4QU8B@28883|Caudovirales",28883|Caudovirales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16_LNODE_2_length_35229_56,411464.DESPIG_01133,1.8E-17,83.6,"COG3926@1|root,COG3926@2|Bacteria,1MVXW@1224|Proteobacteria,42X4V@68525|delta/epsilon subdivisions,2WSN4@28221|Deltaproteobacteria,2MD5R@213115|Desulfovibrionales",28221|Deltaproteobacteria,S,Predicted Peptidoglycan domain,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_hydro_108,PG_binding_3"
17_LNODE_1_length_32477_5,981383.AEWH01000015_gene3818,3.33E-14,70.9,"2EAAJ@1|root,334EW@2|Bacteria,1VHS4@1239|Firmicutes,4HQYC@91061|Bacilli",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_1_length_32477_9,348824.LPU83_1721,9.75E-132,400.0,"COG0507@1|root,COG0507@2|Bacteria,1R1AT@1224|Proteobacteria,2U1ZX@28211|Alphaproteobacteria,4BAYZ@82115|Rhizobiaceae",28211|Alphaproteobacteria,L,A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD,-,-,-,-,-,-,-,-,-,-,-,-,Terminase_6
17_LNODE_1_length_32477_11,979525.F1D1E8_9CAUD,2.39E-12,68.2,"4QCE9@10239|Viruses,4QXGI@35237|dsDNA viruses  no RNA stage,4QPHG@28883|Caudovirales,4QK00@10662|Myoviridae",10662|Myoviridae,S,Pfam:Peptidase_S78_2,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_1_length_32477_17,1230476.C207_01154,4.62E-25,110.0,"COG3064@1|root,COG3064@2|Bacteria,1MW64@1224|Proteobacteria,2U2QJ@28211|Alphaproteobacteria,3JWQR@41294|Bradyrhizobiaceae",28211|Alphaproteobacteria,M,Belongs to the acetyltransferase family. ArgA subfamily,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_1_length_32477_22,398525.KB900701_gene6144,4.42E-64,212.0,"28PTM@1|root,2ZCEU@2|Bacteria,1R5DD@1224|Proteobacteria,2TVG7@28211|Alphaproteobacteria,3JU4C@41294|Bradyrhizobiaceae",28211|Alphaproteobacteria,S,Family of unknown function (DUF5309),-,-,-,-,-,-,-,-,-,-,-,-,DUF5309
17_LNODE_1_length_32477_28,1218075.BAYA01000001_gene414,1.5E-16,75.9,"298WI@1|root,2ZW0H@2|Bacteria,1PAQ0@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_1_length_32477_44,1452718.JBOY01000124_gene1273,1.23E-16,79.0,"COG3772@1|root,COG3772@2|Bacteria,1N0ZQ@1224|Proteobacteria,1S9AE@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,lysozyme,-,-,3.2.1.17,ko:K01185,-,-,-,-,"ko00000,ko01000",-,-,-,Phage_lysozyme
17_LNODE_1_length_32477_46,1192868.CAIU01000008_gene966,1.26E-49,166.0,"2A4D4@1|root,30SYX@2|Bacteria,1PCIM@1224|Proteobacteria,2USSQ@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_1_length_32477_48,1220714.L7TN03_9CAUD,4.83E-40,140.0,"4QBY9@10239|Viruses,4QXKT@35237|dsDNA viruses  no RNA stage,4QQRZ@28883|Caudovirales",28883|Caudovirales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_1_length_32477_51,1123368.AUIS01000020_gene1078,4.68E-22,97.1,"28XPA@1|root,2ZJK5@2|Bacteria,1P9T2@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_1_length_32477_52,1244869.H261_10537,1.15E-67,219.0,"COG0175@1|root,COG0175@2|Bacteria,1PZ96@1224|Proteobacteria",1224|Proteobacteria,EH,3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase) FAD synthetase and related enzymes,-,-,-,-,-,-,-,-,-,-,-,-,PAPS_reduct
17_LNODE_2_length_32687_4,1244869.H261_10537,1.15E-67,219.0,"COG0175@1|root,COG0175@2|Bacteria,1PZ96@1224|Proteobacteria",1224|Proteobacteria,EH,3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase) FAD synthetase and related enzymes,-,-,-,-,-,-,-,-,-,-,-,-,PAPS_reduct
17_LNODE_2_length_32687_5,1123368.AUIS01000020_gene1078,4.68E-22,97.1,"28XPA@1|root,2ZJK5@2|Bacteria,1P9T2@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_2_length_32687_8,1220714.L7TN03_9CAUD,4.83E-40,140.0,"4QBY9@10239|Viruses,4QXKT@35237|dsDNA viruses  no RNA stage,4QQRZ@28883|Caudovirales",28883|Caudovirales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_2_length_32687_10,1192868.CAIU01000008_gene966,1.26E-49,166.0,"2A4D4@1|root,30SYX@2|Bacteria,1PCIM@1224|Proteobacteria,2USSQ@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_2_length_32687_12,1452718.JBOY01000124_gene1273,1.23E-16,79.0,"COG3772@1|root,COG3772@2|Bacteria,1N0ZQ@1224|Proteobacteria,1S9AE@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,lysozyme,-,-,3.2.1.17,ko:K01185,-,-,-,-,"ko00000,ko01000",-,-,-,Phage_lysozyme
17_LNODE_2_length_32687_28,1218075.BAYA01000001_gene414,1.5E-16,75.9,"298WI@1|root,2ZW0H@2|Bacteria,1PAQ0@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_2_length_32687_34,398525.KB900701_gene6144,4.42E-64,212.0,"28PTM@1|root,2ZCEU@2|Bacteria,1R5DD@1224|Proteobacteria,2TVG7@28211|Alphaproteobacteria,3JU4C@41294|Bradyrhizobiaceae",28211|Alphaproteobacteria,S,Family of unknown function (DUF5309),-,-,-,-,-,-,-,-,-,-,-,-,DUF5309
17_LNODE_2_length_32687_39,398525.KB900701_gene6147,1.3E-26,115.0,"COG3064@1|root,COG3064@2|Bacteria,1MW64@1224|Proteobacteria,2U2QJ@28211|Alphaproteobacteria,3JWQR@41294|Bradyrhizobiaceae",28211|Alphaproteobacteria,M,Belongs to the acetyltransferase family. ArgA subfamily,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_2_length_32687_45,979525.F1D1E8_9CAUD,2.39E-12,68.2,"4QCE9@10239|Viruses,4QXGI@35237|dsDNA viruses  no RNA stage,4QPHG@28883|Caudovirales,4QK00@10662|Myoviridae",10662|Myoviridae,S,Pfam:Peptidase_S78_2,-,-,-,-,-,-,-,-,-,-,-,-,-
17_LNODE_2_length_32687_47,348824.LPU83_1721,9.75E-132,400.0,"COG0507@1|root,COG0507@2|Bacteria,1R1AT@1224|Proteobacteria,2U1ZX@28211|Alphaproteobacteria,4BAYZ@82115|Rhizobiaceae",28211|Alphaproteobacteria,L,A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD,-,-,-,-,-,-,-,-,-,-,-,-,Terminase_6
17_LNODE_2_length_32687_51,981383.AEWH01000015_gene3818,3.33E-14,70.9,"2EAAJ@1|root,334EW@2|Bacteria,1VHS4@1239|Firmicutes,4HQYC@91061|Bacilli",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1_LNODE_1_length_13274_1,1230476.C207_00003,6.76E-44,148.0,"COG0640@1|root,COG0640@2|Bacteria,1RJSB@1224|Proteobacteria,2UDRF@28211|Alphaproteobacteria",28211|Alphaproteobacteria,K,Helix-turn-helix domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_36
1_LNODE_1_length_13274_2,666684.AfiDRAFT_2597,9.4E-128,368.0,"28J7N@1|root,2Z931@2|Bacteria,1MU88@1224|Proteobacteria,2U33G@28211|Alphaproteobacteria",28211|Alphaproteobacteria,L,Restriction endonuclease BglII,-,-,-,-,-,-,-,-,-,-,-,-,Endonuc-BglII
1_LNODE_1_length_13274_6,158500.BV97_05716,1.29E-124,387.0,"COG3505@1|root,COG3505@2|Bacteria,1PWIG@1224|Proteobacteria,2U1RH@28211|Alphaproteobacteria,2K199@204457|Sphingomonadales",204457|Sphingomonadales,U,TraM recognition site of TraD and TraG,-,-,-,-,-,-,-,-,-,-,-,-,TrwB_AAD_bind
1_LNODE_1_length_13274_7,158500.BV97_05717,6.47E-287,826.0,"COG0507@1|root,COG0507@2|Bacteria,1MUTR@1224|Proteobacteria,2U1IW@28211|Alphaproteobacteria,2K0T3@204457|Sphingomonadales",204457|Sphingomonadales,L,TrwC protein,-,-,-,-,-,-,-,-,-,-,-,-,"AAA_30,TrwC,Viral_helicase1"
1_LNODE_1_length_13274_8,1442598.JABW01000009_gene177,5.84E-53,174.0,"COG1961@1|root,COG1961@2|Bacteria,1MXXT@1224|Proteobacteria",1224|Proteobacteria,L,Site-specific recombinases DNA invertase Pin homologs,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_7,Resolvase"
1_LNODE_1_length_13274_9,414684.RC1_2681,4.51E-117,340.0,"COG4725@1|root,COG4725@2|Bacteria,1R553@1224|Proteobacteria,2TRP6@28211|Alphaproteobacteria,2JTUK@204441|Rhodospirillales",204441|Rhodospirillales,KT,MT-A70,-,-,-,-,-,-,-,-,-,-,-,-,MT-A70
1_LNODE_1_length_13274_10,1461694.ATO9_22835,1.06E-22,90.1,"298XF@1|root,2ZW1A@2|Bacteria,1PA5X@1224|Proteobacteria,2UZ59@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1_LNODE_1_length_13274_11,1461694.ATO9_22840,7.43E-112,325.0,"COG1192@1|root,COG1192@2|Bacteria,1MWRE@1224|Proteobacteria,2TSJZ@28211|Alphaproteobacteria,2PFSV@252301|Oceanicola",28211|Alphaproteobacteria,D,VirC1 protein,-,-,-,ko:K03496,-,-,-,-,"ko00000,ko03036,ko04812",-,-,-,AAA_31
1_LNODE_1_length_13274_12,376733.IT41_17870,1.79E-175,497.0,"COG5534@1|root,COG5534@2|Bacteria,1MXQ0@1224|Proteobacteria,2TRBV@28211|Alphaproteobacteria,2PYKZ@265|Paracoccus",28211|Alphaproteobacteria,L,Replication initiator protein A,-,-,-,-,-,-,-,-,-,-,-,-,RPA
20_LNODE_1_length_1048_1,589865.DaAHT2_2431,7.28E-116,350.0,"COG3344@1|root,COG3344@2|Bacteria,1MVI1@1224|Proteobacteria,42RS8@68525|delta/epsilon subdivisions,2X5QK@28221|Deltaproteobacteria,2MPFP@213118|Desulfobacterales",28221|Deltaproteobacteria,L,Reverse transcriptase (RNA-dependent DNA polymerase),-,-,-,-,-,-,-,-,-,-,-,-,"GIIM,RVT_1"
21_LNODE_1_length_1048_1,1305735.JAFT01000005_gene747,5.06E-139,404.0,"COG2358@1|root,COG2358@2|Bacteria,1Q6GH@1224|Proteobacteria,2U1DH@28211|Alphaproteobacteria,2PEG1@252301|Oceanicola",28211|Alphaproteobacteria,S,NMT1-like family,-,-,-,ko:K07080,-,-,-,-,ko00000,-,-,-,NMT1_3
258_RNODE_2_length_3153_1,1265756.AWZW01000011_gene542,7.03E-174,529.0,"COG3210@1|root,COG3391@1|root,COG3210@2|Bacteria,COG3391@2|Bacteria,1QUXB@1224|Proteobacteria",1224|Proteobacteria,U,6-phosphogluconolactonase activity,-,-,-,-,-,-,-,-,-,-,-,-,"Autotransporter,Cadherin_3,DUF11,DUF4347,He_PIG,PATR"
258_RNODE_3_length_2301_7,444860.E3SIW4_9CAUD,1.12E-85,266.0,"4QFU0@10239|Viruses,4QW3E@35237|dsDNA viruses  no RNA stage,4QUG7@28883|Caudovirales,4QI5N@10662|Myoviridae",10662|Myoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
259_NODE_2_length_1126_1,444862.E3SLW8_9CAUD,1.58E-45,147.0,"4QF5D@10239|Viruses,4QYGY@35237|dsDNA viruses  no RNA stage,4QS05@28883|Caudovirales,4QIQ9@10662|Myoviridae",10662|Myoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
259_RNODE_2_length_1739_2,313598.MED152_12354,6.82E-35,127.0,"COG3603@1|root,COG3603@2|Bacteria",2|Bacteria,S,ACT domain,-,-,-,-,-,-,-,-,-,-,-,-,-
259_RNODE_6_length_2874_2,981384.AEYW01000023_gene3836,0.0,879.0,"COG0318@1|root,COG0318@2|Bacteria,1MU6G@1224|Proteobacteria,2TR2W@28211|Alphaproteobacteria,4NCYD@97050|Ruegeria",28211|Alphaproteobacteria,IQ,AMP-binding enzyme C-terminal domain,-,-,6.2.1.3,"ko:K00666,ko:K01897","ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920",M00086,R01280,"RC00004,RC00014","ko00000,ko00001,ko00002,ko01000,ko01004,ko04147",4.C.1.1,-,-,"AMP-binding,AMP-binding_C"
259_RNODE_6_length_2874_3,744980.TRICHSKD4_5207,1.24E-164,463.0,"COG1024@1|root,COG1024@2|Bacteria,1NDT7@1224|Proteobacteria,2U2R9@28211|Alphaproteobacteria",28211|Alphaproteobacteria,I,Belongs to the enoyl-CoA hydratase isomerase family,-,-,4.2.1.17,ko:K01692,"ko00071,ko00280,ko00281,ko00310,ko00360,ko00362,ko00380,ko00410,ko00627,ko00640,ko00650,ko00903,ko00930,ko01100,ko01110,ko01120,ko01130,ko01212,map00071,map00280,map00281,map00310,map00360,map00362,map00380,map00410,map00627,map00640,map00650,map00903,map00930,map01100,map01110,map01120,map01130,map01212","M00032,M00087","R03026,R03045,R04137,R04170,R04204,R04224,R04738,R04740,R04744,R04746,R04749,R05595,R06411,R06412,R06942,R08093","RC00831,RC00834,RC01086,RC01095,RC01098,RC01103,RC01217,RC02115","ko00000,ko00001,ko00002,ko01000",-,-,-,ECH_1
259_RNODE_8_length_1824_1,1265756.AWZW01000012_gene549,7.94E-50,189.0,"COG3210@1|root,COG3391@1|root,COG3210@2|Bacteria,COG3391@2|Bacteria,1QUXB@1224|Proteobacteria",1224|Proteobacteria,U,6-phosphogluconolactonase activity,-,-,-,-,-,-,-,-,-,-,-,-,"Autotransporter,Cadherin_3,DUF11,DUF4347,He_PIG,PATR"
260_RNODE_1_length_62428_36,869213.JCM21142_104045,8.25E-49,161.0,"2DT8X@1|root,32UUQ@2|Bacteria,4NSYW@976|Bacteroidetes,47SF7@768503|Cytophagia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
260_RNODE_1_length_62428_50,508419.F8J181_9CAUD,2.34E-27,110.0,"4QDRF@10239|Viruses,4QW5Y@35237|dsDNA viruses  no RNA stage,4QU1J@28883|Caudovirales,4QMT8@10699|Siphoviridae",10699|Siphoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
260_RNODE_1_length_62428_60,398720.MED217_08440,5.02E-99,299.0,"COG0568@1|root,COG0568@2|Bacteria,4NEBF@976|Bacteroidetes,1HZ5R@117743|Flavobacteriia,2XIR2@283735|Leeuwenhoekiella",976|Bacteroidetes,K,Sigma-70 region 3,rpoD,-,-,ko:K03086,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4"
262_RNODE_1_length_1050_1,1471522.JFNU01000169_gene830,1.26E-28,105.0,"2B7IT@1|root,320PC@2|Bacteria,1GRM5@1117|Cyanobacteria,1MNWA@1212|Prochloraceae",1117|Cyanobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
262_RNODE_1_length_1050_2,146891.A9601_12481,9.89E-83,244.0,"COG2044@1|root,COG2044@2|Bacteria,1GGH9@1117|Cyanobacteria,1MME7@1212|Prochloraceae",1117|Cyanobacteria,S,Alternative locus ID,-,-,-,-,-,-,-,-,-,-,-,-,DrsE
263_RNODE_1_length_1090_3,1211640.K4JVS3_9CAUD,3.01E-13,70.1,"4QEJG@10239|Viruses,4R02Y@35237|dsDNA viruses  no RNA stage,4QU8Z@28883|Caudovirales",28883|Caudovirales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
263_RNODE_2_length_3087_1,146891.A9601_12471,1.39E-31,110.0,"2DGQZ@1|root,2ZWZ0@2|Bacteria,1GGH7@1117|Cyanobacteria,1MN5C@1212|Prochloraceae",1117|Cyanobacteria,S,Alternative locus ID,-,-,-,-,-,-,-,-,-,-,-,-,DUF3721
263_RNODE_2_length_3087_2,166318.Syn8016DRAFT_0474,3.94E-262,729.0,"COG0380@1|root,COG0380@2|Bacteria,1G0BN@1117|Cyanobacteria,1GZ08@1129|Synechococcus",1117|Cyanobacteria,G,synthase,ggpS,"GO:0003674,GO:0003824,GO:0003825,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016311,GO:0016740,GO:0016757,GO:0016758,GO:0016787,GO:0016788,GO:0016791,GO:0033554,GO:0034637,GO:0035251,GO:0042578,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046527,GO:0050896,GO:0051716,GO:0070413,GO:0071704,GO:1901576",2.4.1.213,ko:K03692,-,-,-,-,"ko00000,ko01000",-,GT20,-,Glyco_transf_20
263_RNODE_2_length_3087_3,74546.PMT9312_1499,1.54E-45,148.0,"COG0724@1|root,COG0724@2|Bacteria",2|Bacteria,K,RNA recognition motif,rbpA,-,-,-,-,-,-,-,-,-,-,-,RRM_1
264_NODE_2_length_1149_1,1280390.CBQR020000069_gene1425,5.2E-17,90.9,"COG4886@1|root,COG5184@1|root,COG4886@2|Bacteria,COG5184@2|Bacteria",2|Bacteria,DZ,guanyl-nucleotide exchange factor activity,-,-,-,ko:K20276,"ko02024,map02024",-,-,-,"ko00000,ko00001",-,-,-,SLH
264_RNODE_2_length_1467_1,4530.OS09T0441625-00,8.14E-10,67.4,"COG2124@1|root,KOG0156@2759|Eukaryota,37HQJ@33090|Viridiplantae,3GC9K@35493|Streptophyta,3KTUE@4447|Liliopsida,3I91E@38820|Poales",35493|Streptophyta,Q,Belongs to the cytochrome P450 family,-,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0012505,GO:0016020,GO:0031090,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0098827",-,ko:K20623,"ko00905,ko01100,ko01110,map00905,map01100,map01110",-,"R07470,R07474",RC00661,"ko00000,ko00001,ko00199",-,-,-,p450
264_RNODE_5_length_1468_2,1298865.H978DRAFT_2941,1.42E-113,326.0,"COG0655@1|root,COG0655@2|Bacteria,1N1EV@1224|Proteobacteria,1SAJF@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,COG0655 Multimeric flavodoxin WrbA,-,-,-,-,-,-,-,-,-,-,-,-,FMN_red
